表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,
公開日：,2022年6月21日,,,,,,,,,,,,,
,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,/項目 コード,E9101,,E9102,,E9103,,E9105,,E9106,
調査年 コード,調査年,地域 コード,地域,/項目,E9101_最終学歴人口（卒業者総数）【人】,注釈,E9102_最終学歴人口（小学校・中学校）【人】,注釈,E9103_最終学歴人口（高校・旧中）【人】,注釈,E9105_最終学歴人口（短大・高専）【人】,注釈,E9106_最終学歴人口（大学・大学院）【人】,注釈
2010100000,2010年度,12204,千葉県 船橋市,,485864,,43911,,165093,,77333,,124329,
2010100000,2010年度,12205,千葉県 館山市,,41630,,9023,,22510,,4376,,4476,
2010100000,2010年度,12206,千葉県 木更津市,,104114,,18162,,49811,,10861,,12933,
2010100000,2010年度,12207,千葉県 松戸市,,381768,,34897,,124282,,58924,,91821,
2010100000,2010年度,12208,千葉県 野田市,,124073,,20849,,47771,,16230,,18169,
2010100000,2010年度,12210,千葉県 茂原市,,76243,,11819,,37171,,9661,,10709,
2010100000,2010年度,12211,千葉県 成田市,,102668,,10984,,37160,,16122,,17190,
2010100000,2010年度,12212,千葉県 佐倉市,,139623,,12635,,52165,,22696,,33455,
2010100000,2010年度,12213,千葉県 東金市,,48656,,7115,,23062,,5765,,6326,
2010100000,2010年度,12215,千葉県 旭市,,56804,,16675,,29659,,5426,,4226,
2010100000,2010年度,12216,千葉県 習志野市,,128713,,12061,,53144,,21787,,39162,
2010100000,2010年度,12217,千葉県 柏市,,321113,,27612,,104050,,51321,,80366,
2010100000,2010年度,12218,千葉県 勝浦市,,16398,,4943,,7832,,1463,,1473,
2010100000,2010年度,12219,千葉県 市原市,,225433,,30876,,85043,,25096,,29786,
2010100000,2010年度,12220,千葉県 流山市,,130072,,11410,,44605,,21495,,36294,
2010100000,2010年度,12221,千葉県 八千代市,,149466,,15997,,52032,,23859,,34610,
2010100000,2010年度,12222,千葉県 我孫子市,,105055,,8330,,38576,,17609,,30340,
2010100000,2010年度,12223,千葉県 鴨川市,,30181,,7537,,15671,,3430,,2948,
2010100000,2010年度,12224,千葉県 鎌ケ谷市,,87110,,12007,,35834,,13169,,16947,
2010100000,2010年度,12225,千葉県 君津市,,73479,,13145,,36311,,6537,,7115,
2010100000,2010年度,12226,千葉県 富津市,,40743,,11825,,21412,,3058,,3222,
2010100000,2010年度,12227,千葉県 浦安市,,126415,,7039,,30643,,20996,,42983,
2010100000,2010年度,12228,千葉県 四街道市,,69620,,6882,,29091,,11452,,15519,
2010100000,2010年度,12229,千葉県 袖ケ浦市,,48233,,9070,,23105,,5323,,5916,
2010100000,2010年度,12230,千葉県 八街市,,58979,,12262,,34158,,6734,,5448,
2010100000,2010年度,12231,千葉県 印西市,,66944,,6657,,23842,,11644,,16835,
2010100000,2010年度,12232,千葉県 白井市,,46561,,5495,,18734,,8195,,12551,
2010100000,2010年度,12233,千葉県 富里市,,41568,,6223,,19181,,5939,,4925,
2010100000,2010年度,12234,千葉県 南房総市,,36497,,10565,,19627,,3213,,2766,
2010100000,2010年度,12235,千葉県 匝瑳市,,33087,,6812,,15007,,3111,,2305,
2010100000,2010年度,12236,千葉県 香取市,,69347,,19958,,34976,,6548,,5398,
2010100000,2010年度,12237,千葉県 山武市,,45942,,9238,,21534,,4785,,4217,
2010100000,2010年度,12238,千葉県 いすみ市,,34946,,9285,,18359,,3519,,3436,
2010100000,2010年度,12239,千葉県 大網白里市,,40380,,5170,,16847,,5465,,6279,
2010100000,2010年度,12322,千葉県 酒々井町,,16954,,1916,,8017,,2858,,3022,
2010100000,2010年度,12329,千葉県 栄町,,18880,,2393,,9500,,2897,,3232,
2010100000,2010年度,12342,千葉県 神崎町,,5323,,953,,2242,,630,,503,
2010100000,2010年度,12347,千葉県 多古町,,13524,,3593,,7520,,1290,,1029,
2010100000,2010年度,12349,千葉県 東庄町,,12690,,3934,,7003,,1033,,653,
2010100000,2010年度,12403,千葉県 九十九里町,,15288,,3136,,6339,,1410,,1155,
2010100000,2010年度,12409,千葉県 芝山町,,6575,,1572,,3601,,694,,485,
2010100000,2010年度,12410,千葉県 横芝光町,,20523,,4336,,8838,,1938,,1570,
2010100000,2010年度,12421,千葉県 一宮町,,9884,,1558,,4371,,1209,,1302,
2010100000,2010年度,12422,千葉県 睦沢町,,6296,,1648,,3292,,640,,630,
2010100000,2010年度,12423,千葉県 長生村,,12052,,2451,,6859,,1329,,1188,
2010100000,2010年度,12424,千葉県 白子町,,10405,,2490,,5280,,1100,,872,
2010100000,2010年度,12426,千葉県 長柄町,,6830,,1237,,2827,,621,,608,
2010100000,2010年度,12427,千葉県 長南町,,7791,,1841,,4333,,767,,732,
2010100000,2010年度,12441,千葉県 大多喜町,,9023,,3390,,4202,,770,,650,
2010100000,2010年度,12443,千葉県 御宿町,,6811,,1548,,3427,,814,,952,
2010100000,2010年度,12463,千葉県 鋸南町,,7736,,2053,,3881,,712,,540,
2010100000,2010年度,13101,東京都 千代田区,,38922,,1073,,6992,,4410,,14290,
2010100000,2010年度,13102,東京都 中央区,,104866,,3734,,22179,,13676,,37566,
2010100000,2010年度,13103,東京都 港区,,170019,,4965,,25819,,18016,,53193,
2010100000,2010年度,13104,東京都 新宿区,,269217,,12358,,53785,,27200,,73170,
2010100000,2010年度,13105,東京都 文京区,,163476,,6248,,29447,,18999,,58188,
2010100000,2010年度,13106,東京都 台東区,,148672,,10574,,37472,,16422,,31825,
2010100000,2010年度,13107,東京都 墨田区,,208377,,20682,,58990,,23940,,41100,
2010100000,2010年度,13108,東京都 江東区,,381062,,37743,,114406,,48737,,97930,
2010100000,2010年度,13109,東京都 品川区,,305736,,19909,,72866,,38281,,81460,
2010100000,2010年度,13110,東京都 目黒区,,222140,,8377,,43479,,28348,,66791,
2010100000,2010年度,13111,東京都 大田区,,572828,,46286,,153230,,74973,,141599,
2010100000,2010年度,13112,東京都 世田谷区,,714911,,23353,,125617,,94139,,222163,
2010100000,2010年度,13113,東京都 渋谷区,,170809,,5993,,29505,,20508,,49990,
2010100000,2010年度,13114,東京都 中野区,,266728,,13828,,68798,,35227,,73758,
2010100000,2010年度,13115,東京都 杉並区,,396403,,15056,,85097,,60945,,143649,
2010100000,2010年度,13116,東京都 豊島区,,239026,,11184,,46089,,24833,,54306,
2010100000,2010年度,13117,東京都 北区,,280797,,26692,,82737,,32933,,60698,
2010100000,2010年度,13118,東京都 荒川区,,165946,,17150,,50700,,19377,,32564,
2010100000,2010年度,13119,東京都 板橋区,,432440,,38230,,122162,,54523,,91265,
2010100000,2010年度,13120,東京都 練馬区,,577125,,31757,,133362,,76705,,149367,
2010100000,2010年度,13121,東京都 足立区,,557679,,75022,,176425,,56943,,76682,
2010100000,2010年度,13122,東京都 葛飾区,,363430,,43143,,110512,,39858,,59623,
2010100000,2010年度,13123,東京都 江戸川区,,535489,,59946,,160141,,61772,,93608,
2010100000,2010年度,13201,東京都 八王子市,,444134,,44015,,142066,,60930,,101302,
2010100000,2010年度,13202,東京都 立川市,,145446,,12500,,42962,,19095,,30469,
2010100000,2010年度,13203,東京都 武蔵野市,,112383,,4128,,25015,,16425,,42796,
2010100000,2010年度,13204,東京都 三鷹市,,150177,,7188,,31965,,20369,,43644,
2010100000,2010年度,13205,東京都 青梅市,,112394,,17177,,40948,,13565,,16939,
2010100000,2010年度,13206,東京都 府中市,,201299,,16937,,59401,,29795,,56549,
2010100000,2010年度,13207,東京都 昭島市,,90464,,11049,,35108,,13129,,19515,
2010100000,2010年度,13208,東京都 調布市,,176729,,9867,,42874,,25710,,53590,
2010100000,2010年度,13209,東京都 町田市,,334851,,23722,,97174,,50350,,89813,
2010100000,2010年度,13210,東京都 小金井市,,92461,,4161,,24714,,14312,,33138,
2010100000,2010年度,13211,東京都 小平市,,143186,,9527,,39856,,21055,,40896,
2010100000,2010年度,13212,東京都 日野市,,139788,,10238,,43128,,21260,,39491,
2010100000,2010年度,13213,東京都 東村山市,,122769,,11203,,40914,,17289,,27378,
2010100000,2010年度,13214,東京都 国分寺市,,94753,,3959,,27656,,14218,,33352,
2010100000,2010年度,13215,東京都 国立市,,58911,,3397,,14679,,8161,,18423,
2010100000,2010年度,13218,東京都 福生市,,48623,,5620,,17066,,6012,,8027,
2010100000,2010年度,13219,東京都 狛江市,,63849,,5308,,18938,,9761,,19197,
2010100000,2010年度,13220,東京都 東大和市,,66015,,7902,,24052,,9750,,13559,
2010100000,2010年度,13221,東京都 清瀬市,,59047,,7324,,22878,,8858,,13408,
2010100000,2010年度,13222,東京都 東久留米市,,93306,,8061,,31513,,13781,,23925,
2010100000,2010年度,13223,東京都 武蔵村山市,,54769,,9040,,22482,,6845,,7120,
2010100000,2010年度,13224,東京都 多摩市,,117752,,7098,,32317,,16836,,33504,
2010100000,2010年度,13225,東京都 稲城市,,65467,,5065,,18072,,9865,,18566,
2010100000,2010年度,13227,東京都 羽村市,,45110,,5555,,20059,,6387,,8591,
2010100000,2010年度,13228,東京都 あきる野市,,64124,,8634,,23871,,8139,,9779,
2010100000,2010年度,13229,東京都 西東京市,,156733,,9686,,41894,,23177,,42380,
2010100000,2010年度,13303,東京都 瑞穂町,,26709,,5379,,12958,,3187,,2803,
2010100000,2010年度,13305,東京都 日の出町,,13727,,2888,,6197,,1739,,1993,
2010100000,2010年度,13307,東京都 檜原村,,2272,,840,,1040,,135,,196,
2010100000,2010年度,13308,東京都 奥多摩町,,5359,,1957,,2196,,420,,461,
2010100000,2010年度,13361,東京都 大島町,,7040,,2080,,3315,,749,,875,
2010100000,2010年度,13362,東京都 利島村,,292,,81,,91,,43,,69,
2010100000,2010年度,13363,東京都 新島村,,2472,,674,,1097,,301,,289,
2010100000,2010年度,13364,東京都 神津島村,,1557,,574,,629,,169,,149,
2010100000,2010年度,13381,東京都 三宅村,,2412,,549,,863,,176,,324,
2010100000,2010年度,13382,東京都 御蔵島村,,285,,48,,98,,37,,66,
2010100000,2010年度,13401,東京都 八丈町,,7007,,1721,,3850,,617,,753,
2010100000,2010年度,13402,東京都 青ヶ島村,,163,,33,,57,,19,,36,
2010100000,2010年度,13421,東京都 小笠原村,,2294,,239,,1234,,312,,481,
2010100000,2010年度,14100,神奈川県 横浜市,,2929933,,250960,,920919,,453582,,816542,
2010100000,2010年度,14101,神奈川県 横浜市 鶴見区,,219285,,22425,,72993,,30136,,49432,
2010100000,2010年度,14102,神奈川県 横浜市 神奈川区,,188148,,15786,,54674,,27575,,52400,
2010100000,2010年度,14103,神奈川県 横浜市 西区,,78884,,6414,,21947,,11367,,23101,
2010100000,2010年度,14104,神奈川県 横浜市 中区,,116030,,10240,,31138,,14683,,29045,
2010100000,2010年度,14105,神奈川県 横浜市 南区,,162530,,18197,,55353,,22592,,34302,
2010100000,2010年度,14106,神奈川県 横浜市 保土ケ谷区,,164710,,16144,,55264,,24440,,40266,
2010100000,2010年度,14107,神奈川県 横浜市 磯子区,,133509,,11799,,46163,,19483,,32637,
2010100000,2010年度,14108,神奈川県 横浜市 金沢区,,165537,,12603,,55670,,26884,,48586,
2010100000,2010年度,14109,神奈川県 横浜市 港北区,,262308,,15541,,66509,,42706,,89325,
2010100000,2010年度,14110,神奈川県 横浜市 戸塚区,,216319,,18392,,72238,,35136,,62565,
2010100000,2010年度,14111,神奈川県 横浜市 港南区,,179215,,16822,,64717,,28221,,48274,
2010100000,2010年度,14112,神奈川県 横浜市 旭区,,203009,,20732,,71946,,31370,,47487,
2010100000,2010年度,14113,神奈川県 横浜市 緑区,,139392,,11982,,44009,,22125,,37093,
2010100000,2010年度,14114,神奈川県 横浜市 瀬谷区,,100737,,13468,,40737,,14565,,19422,
2010100000,2010年度,14115,神奈川県 横浜市 栄区,,100693,,7507,,34994,,16279,,29865,
2010100000,2010年度,14116,神奈川県 横浜市 泉区,,123199,,14040,,42832,,19022,,30213,
2010100000,2010年度,14117,神奈川県 横浜市 青葉区,,230707,,9185,,51998,,41022,,93750,
2010100000,2010年度,14118,神奈川県 横浜市 都筑区,,145721,,9683,,37737,,25976,,48779,
2010100000,2010年度,14130,神奈川県 川崎市,,1132082,,93454,,294982,,158203,,297945,
2010100000,2010年度,14131,神奈川県 川崎市 川崎区,,178616,,24223,,58837,,19500,,25892,
2010100000,2010年度,14132,神奈川県 川崎市 幸区,,125300,,13751,,36312,,15541,,27929,
2010100000,2010年度,14133,神奈川県 川崎市 中原区,,187859,,11483,,42728,,26973,,57399,
2010100000,2010年度,14134,神奈川県 川崎市 高津区,,172274,,13751,,44014,,25200,,44565,
2010100000,2010年度,14135,神奈川県 川崎市 多摩区,,166505,,10567,,40301,,24492,,46449,
2010100000,2010年度,14136,神奈川県 川崎市 宮前区,,169577,,12449,,42950,,25588,,48668,
2010100000,2010年度,14137,神奈川県 川崎市 麻生区,,131951,,7230,,29840,,20909,,47043,
2010100000,2010年度,14150,神奈川県 相模原市,,564241,,59667,,189219,,83091,,115262,
2010100000,2010年度,14151,神奈川県 相模原市 緑区,,138753,,17438,,49294,,19384,,24568,
2010100000,2010年度,14152,神奈川県 相模原市 中央区,,207338,,24186,,72413,,29528,,36313,
2010100000,2010年度,14153,神奈川県 相模原市 南区,,218150,,18043,,67512,,34179,,54381,
2010100000,2010年度,14201,神奈川県 横須賀市,,340546,,51238,,151870,,43364,,55206,
2010100000,2010年度,14203,神奈川県 平塚市,,207677,,27025,,106723,,29650,,40706,
2010100000,2010年度,14204,神奈川県 鎌倉市,,143350,,7563,,36843,,23300,,50114,
2010100000,2010年度,14205,神奈川県 藤沢市,,323709,,26463,,104587,,53015,,89284,
2010100000,2010年度,14206,神奈川県 小田原市,,160148,,24980,,73541,,23526,,30010,
2010100000,2010年度,14207,神奈川県 茅ヶ崎市,,186480,,15243,,61756,,32091,,47115,
2010100000,2010年度,14208,神奈川県 逗子市,,47812,,3068,,14370,,8049,,15946,
2010100000,2010年度,14210,神奈川県 三浦市,,40605,,9087,,19135,,4779,,4863,
2010100000,2010年度,14211,神奈川県 秦野市,,132542,,19981,,56890,,20102,,25358,
2010100000,2010年度,14212,神奈川県 厚木市,,175100,,23198,,69528,,26806,,36479,
2010100000,2010年度,14213,神奈川県 大和市,,181149,,18143,,61475,,26941,,38013,
2010100000,2010年度,14214,神奈川県 伊勢原市,,79611,,10083,,32888,,13512,,18632,
2010100000,2010年度,14215,神奈川県 海老名市,,101302,,10530,,37172,,16351,,23521,
2010100000,2010年度,14216,神奈川県 座間市,,103356,,10006,,35592,,15525,,20550,
2010100000,2010年度,14217,神奈川県 南足柄市,,35452,,5711,,17838,,4866,,6101,
2010100000,2010年度,14218,神奈川県 綾瀬市,,66394,,11049,,29698,,9524,,9781,
2010100000,2010年度,14301,神奈川県 葉山町,,26471,,2110,,9885,,4849,,9065,
2010100000,2010年度,14321,神奈川県 寒川町,,38063,,5762,,15290,,5450,,5297,
2010100000,2010年度,14341,神奈川県 大磯町,,27057,,2808,,10226,,4596,,7496,
2010100000,2010年度,14342,神奈川県 二宮町,,24069,,2781,,9713,,4091,,6202,
2010100000,2010年度,14361,神奈川県 中井町,,8131,,1767,,3710,,1181,,1133,
2010100000,2010年度,14362,神奈川県 大井町,,14044,,2278,,6988,,2136,,2269,
2010100000,2010年度,14363,神奈川県 松田町,,9683,,1305,,3936,,1385,,1562,
2010100000,2010年度,14364,神奈川県 山北町,,9814,,1878,,4831,,1332,,1358,
2010100000,2010年度,14366,神奈川県 開成町,,12802,,1848,,5851,,2052,,2565,
2010100000,2010年度,14382,神奈川県 箱根町,,12072,,1929,,5709,,1609,,1544,
2010100000,2010年度,14383,神奈川県 真鶴町,,7048,,1557,,3477,,963,,1015,
2010100000,2010年度,14384,神奈川県 湯河原町,,22675,,4262,,10953,,3080,,3159,
2010100000,2010年度,14401,神奈川県 愛川町,,34033,,8396,,16710,,4089,,3458,
2010100000,2010年度,14402,神奈川県 清川村,,2916,,778,,1264,,362,,370,
2010100000,2010年度,15100,新潟県 新潟市,,650472,,119779,,265666,,84240,,93734,
2010100000,2010年度,15101,新潟県 新潟市 北区,,61906,,14439,,26202,,6613,,5414,
2010100000,2010年度,15102,新潟県 新潟市 東区,,111811,,20183,,48727,,14099,,13154,
2010100000,2010年度,15103,新潟県 新潟市 中央区,,144648,,18568,,54331,,21932,,30784,
2010100000,2010年度,15104,新潟県 新潟市 江南区,,56310,,12371,,23461,,6623,,6157,
2010100000,2010年度,15105,新潟県 新潟市 秋葉区,,62690,,12556,,26698,,7844,,7779,
2010100000,2010年度,15106,新潟県 新潟市 南区,,38237,,9440,,16597,,4134,,2981,
2010100000,2010年度,15107,新潟県 新潟市 西区,,125160,,19171,,49853,,17963,,23066,
2010100000,2010年度,15108,新潟県 新潟市 西蒲区,,49710,,13051,,19797,,5032,,4399,
2010100000,2010年度,15202,新潟県 長岡市,,228494,,53772,,102258,,27104,,25770,
2010100000,2010年度,15204,新潟県 三条市,,83238,,23218,,41308,,9445,,7416,
2010100000,2010年度,15205,新潟県 柏崎市,,75554,,17631,,39405,,8848,,8364,
2010100000,2010年度,15206,新潟県 新発田市,,83065,,22663,,40830,,9289,,7977,
2010100000,2010年度,15208,新潟県 小千谷市,,31873,,11114,,14308,,3611,,2598,
2010100000,2010年度,15209,新潟県 加茂市,,24641,,7315,,11418,,2885,,2231,
2010100000,2010年度,15210,新潟県 十日町市,,49227,,19988,,20527,,4872,,3457,
2010100000,2010年度,15211,新潟県 見附市,,34329,,9863,,17473,,3776,,2876,
2010100000,2010年度,15212,新潟県 村上市,,55180,,20829,,25289,,5087,,3455,
2010100000,2010年度,15213,新潟県 燕市,,66591,,19438,,31915,,7662,,6261,
2010100000,2010年度,15216,新潟県 糸魚川市,,40244,,13268,,19807,,3742,,3135,
2010100000,2010年度,15217,新潟県 妙高市,,29385,,6798,,15872,,2807,,2400,
2010100000,2010年度,15218,新潟県 五泉市,,45293,,15795,,22145,,4185,,2947,
2010100000,2010年度,15222,新潟県 上越市,,164242,,34931,,83855,,17634,,16949,
2010100000,2010年度,15223,新潟県 阿賀野市,,37310,,11863,,18360,,3690,,2156,
2010100000,2010年度,15224,新潟県 佐渡市,,53300,,13050,,27899,,5881,,4680,
2010100000,2010年度,15225,新潟県 魚沼市,,33416,,14064,,13432,,3128,,2247,
2010100000,2010年度,15226,新潟県 南魚沼市,,49298,,17882,,21365,,5458,,4112,
2010100000,2010年度,15227,新潟県 胎内市,,26031,,8570,,12662,,2600,,1744,
2010100000,2010年度,15307,新潟県 聖籠町,,10712,,3942,,4898,,1072,,546,
2010100000,2010年度,15342,新潟県 弥彦村,,6940,,2228,,3364,,739,,562,
2010100000,2010年度,15361,新潟県 田上町,,10490,,3259,,5029,,1219,,947,
2010100000,2010年度,15385,新潟県 阿賀町,,11529,,4734,,5414,,813,,496,
2010100000,2010年度,15405,新潟県 出雲崎町,,4220,,1453,,2037,,324,,304,
2010100000,2010年度,15461,新潟県 湯沢町,,7059,,1998,,3356,,840,,792,
2010100000,2010年度,15482,新潟県 津南町,,9248,,3804,,3691,,1011,,643,
2010100000,2010年度,15504,新潟県 刈羽村,,3988,,870,,2254,,438,,389,
2010100000,2010年度,15581,新潟県 関川村,,5392,,2092,,2566,,470,,229,
2010100000,2010年度,15586,新潟県 粟島浦村,,336,,196,,81,,20,,32,
2010100000,2010年度,16201,富山県 富山市,,338989,,56038,,143163,,47723,,58132,
2010100000,2010年度,16202,富山県 高岡市,,145512,,29121,,65865,,20047,,22077,
2010100000,2010年度,16204,富山県 魚津市,,37211,,9523,,16392,,4713,,4550,
2010100000,2010年度,16205,富山県 氷見市,,43817,,13096,,20632,,4818,,4539,
2010100000,2010年度,16206,富山県 滑川市,,27242,,5650,,13267,,4030,,4082,
2010100000,2010年度,16207,富山県 黒部市,,34493,,7581,,16607,,4394,,5184,
2010100000,2010年度,16208,富山県 砺波市,,39771,,8204,,18823,,5899,,6277,
2010100000,2010年度,16209,富山県 小矢部市,,26843,,6961,,12750,,3299,,3473,
2010100000,2010年度,16210,富山県 南砺市,,45951,,13010,,20896,,5575,,5835,
2010100000,2010年度,16211,富山県 射水市,,74931,,15078,,33762,,11662,,11589,
2010100000,2010年度,16321,富山県 舟橋村,,2134,,282,,943,,418,,442,
2010100000,2010年度,16322,富山県 上市町,,18237,,4201,,8628,,2676,,2604,
2010100000,2010年度,16323,富山県 立山町,,22513,,4840,,11214,,3151,,3086,
2010100000,2010年度,16342,富山県 入善町,,22441,,6382,,10075,,3020,,2747,
2010100000,2010年度,16343,富山県 朝日町,,11678,,3623,,5112,,1507,,1432,
2010100000,2010年度,17201,石川県 金沢市,,360393,,45873,,132104,,51153,,68692,
2010100000,2010年度,17202,石川県 七尾市,,48361,,15334,,22463,,5078,,4848,
2010100000,2010年度,17203,石川県 小松市,,86423,,18903,,38720,,10762,,12451,
2010100000,2010年度,17204,石川県 輪島市,,25378,,9121,,9006,,2046,,2072,
2010100000,2010年度,17205,石川県 珠洲市,,14315,,6355,,5636,,1226,,1042,
2010100000,2010年度,17206,石川県 加賀市,,59934,,16522,,28906,,6206,,6285,
2010100000,2010年度,17207,石川県 羽咋市,,19254,,5330,,8773,,2317,,2572,
2010100000,2010年度,17209,石川県 かほく市,,27675,,6759,,11890,,3322,,3327,
2010100000,2010年度,17210,石川県 白山市,,87300,,14809,,39522,,12801,,13059,
2010100000,2010年度,17211,石川県 能美市,,37475,,6887,,16714,,5412,,5710,
2010100000,2010年度,17212,石川県 野々市市,,37534,,5009,,15701,,6117,,7326,
2010100000,2010年度,17324,石川県 川北町,,4529,,722,,2105,,828,,834,
2010100000,2010年度,17361,石川県 津幡町,,28147,,5659,,13668,,4224,,4004,
2010100000,2010年度,17365,石川県 内灘町,,20636,,3728,,8937,,2967,,2930,
2010100000,2010年度,17384,石川県 志賀町,,18992,,7076,,8113,,2043,,1629,
2010100000,2010年度,17386,石川県 宝達志水町,,11765,,3291,,5620,,1425,,1305,
2010100000,2010年度,17407,石川県 中能登町,,15346,,4218,,6505,,1669,,1458,
2010100000,2010年度,17461,石川県 穴水町,,8428,,3359,,3269,,832,,802,
2010100000,2010年度,17463,石川県 能登町,,17156,,6543,,6358,,1320,,1101,
2010100000,2010年度,18201,福井県 福井市,,209049,,43286,,94133,,25132,,38138,
2010100000,2010年度,18202,福井県 敦賀市,,54304,,13969,,26798,,5855,,6750,
2010100000,2010年度,18204,福井県 小浜市,,25449,,6411,,11837,,2681,,2979,
2010100000,2010年度,18205,福井県 大野市,,29259,,8457,,14622,,2894,,3236,
2010100000,2010年度,18206,福井県 勝山市,,21160,,5677,,9467,,2323,,2573,
2010100000,2010年度,18207,福井県 鯖江市,,53160,,12815,,25277,,6536,,7451,
2010100000,2010年度,18208,福井県 あわら市,,24712,,6150,,12402,,2620,,3282,
2010100000,2010年度,18209,福井県 越前市,,68532,,16911,,33405,,7186,,8987,
2010100000,2010年度,18210,福井県 坂井市,,72177,,15076,,36419,,8754,,10644,
2010100000,2010年度,18322,福井県 永平寺町,,15682,,3265,,7011,,1748,,2541,
2010100000,2010年度,18382,福井県 池田町,,2642,,1079,,1055,,255,,245,
2010100000,2010年度,18404,福井県 南越前町,,9423,,3073,,4409,,917,,937,
2010100000,2010年度,18423,福井県 越前町,,18729,,5997,,8437,,2035,,2246,
2010100000,2010年度,18442,福井県 美浜町,,8866,,3039,,3804,,879,,1097,
2010100000,2010年度,18481,福井県 高浜町,,8941,,2334,,4603,,1080,,808,
2010100000,2010年度,18483,福井県 おおい町,,6903,,1910,,3351,,845,,776,
2010100000,2010年度,18501,福井県 若狭町,,13132,,3890,,6391,,1432,,1328,
2010100000,2010年度,19201,山梨県 甲府市,,157187,,23720,,65797,,23293,,30094,
2010100000,2010年度,19202,山梨県 富士吉田市,,40356,,9645,,20375,,4362,,4371,
2010100000,2010年度,19204,山梨県 都留市,,24562,,5330,,12316,,2946,,3032,
2010100000,2010年度,19205,山梨県 山梨市,,29800,,5287,,14439,,4832,,4597,
2010100000,2010年度,19206,山梨県 大月市,,23053,,6039,,10675,,2919,,3059,
2010100000,2010年度,19207,山梨県 韮崎市,,25756,,3923,,11641,,3729,,3922,
2010100000,2010年度,19208,山梨県 南アルプス市,,57092,,9197,,28809,,8510,,7831,
2010100000,2010年度,19209,山梨県 北杜市,,39108,,6838,,17888,,5734,,7006,
2010100000,2010年度,19210,山梨県 甲斐市,,57960,,7755,,26945,,9218,,9616,
2010100000,2010年度,19211,山梨県 笛吹市,,56551,,8815,,24493,,8595,,7571,
2010100000,2010年度,19212,山梨県 上野原市,,21325,,5119,,9687,,2927,,3455,
2010100000,2010年度,19213,山梨県 甲州市,,27505,,5365,,12496,,4455,,4336,
2010100000,2010年度,19214,山梨県 中央市,,24276,,3453,,11189,,3542,,3906,
2010100000,2010年度,19346,山梨県 市川三郷町,,14233,,3534,,7155,,1729,,1723,
2010100000,2010年度,19364,山梨県 早川町,,1136,,473,,464,,85,,114,
2010100000,2010年度,19365,山梨県 身延町,,12478,,3680,,5775,,1429,,1428,
2010100000,2010年度,19366,山梨県 南部町,,7638,,2405,,3555,,865,,717,
2010100000,2010年度,19368,山梨県 富士川町,,13320,,2482,,5511,,1597,,1436,
2010100000,2010年度,19384,山梨県 昭和町,,13325,,1659,,6281,,2067,,2571,
2010100000,2010年度,19422,山梨県 道志村,,1587,,431,,866,,130,,125,
2010100000,2010年度,19423,山梨県 西桂町,,3571,,800,,1960,,446,,362,
2010100000,2010年度,19424,山梨県 忍野村,,6749,,1209,,3011,,794,,1384,
2010100000,2010年度,19425,山梨県 山中湖村,,4322,,695,,2110,,671,,787,
2010100000,2010年度,19429,山梨県 鳴沢村,,2407,,511,,1117,,358,,354,
2010100000,2010年度,19430,山梨県 富士河口湖町,,19837,,3789,,9552,,2706,,3017,
2010100000,2010年度,19442,山梨県 小菅村,,717,,364,,186,,55,,63,
2010100000,2010年度,19443,山梨県 丹波山村,,633,,326,,207,,51,,49,
2010100000,2010年度,20201,長野県 長野市,,305987,,36727,,124485,,47705,,49369,
2010100000,2010年度,20202,長野県 松本市,,191798,,25258,,85087,,31478,,34880,
2010100000,2010年度,20203,長野県 上田市,,127376,,21887,,63964,,20136,,19323,
2010100000,2010年度,20204,長野県 岡谷市,,43383,,8684,,22227,,6173,,5821,
2010100000,2010年度,20205,長野県 飯田市,,85358,,16689,,34437,,10456,,8999,
2010100000,2010年度,20206,長野県 諏訪市,,41629,,6611,,19727,,6649,,7376,
2010100000,2010年度,20207,長野県 須坂市,,42480,,8735,,20824,,6007,,5117,
2010100000,2010年度,20208,長野県 小諸市,,35863,,6860,,19382,,5011,,3972,
2010100000,2010年度,20209,長野県 伊那市,,57623,,9364,,27065,,7821,,7748,
2010100000,2010年度,20210,長野県 駒ヶ根市,,26832,,5645,,13286,,3673,,3613,
2010100000,2010年度,20211,長野県 中野市,,36956,,8529,,18544,,5139,,3647,
2010100000,2010年度,20212,長野県 大町市,,24736,,5610,,12898,,3169,,2634,
2010100000,2010年度,20213,長野県 飯山市,,19446,,5016,,9945,,2555,,1641,
2010100000,2010年度,20214,長野県 茅野市,,44957,,7155,,22080,,6618,,6755,
2010100000,2010年度,20215,長野県 塩尻市,,54602,,8990,,27325,,8432,,8889,
2010100000,2010年度,20217,長野県 佐久市,,80683,,15398,,39208,,13059,,10764,
2010100000,2010年度,20218,長野県 千曲市,,50584,,9124,,26941,,7595,,6568,
2010100000,2010年度,20219,長野県 東御市,,24872,,4465,,13049,,3897,,3186,
2010100000,2010年度,20220,長野県 安曇野市,,78490,,11229,,35180,,11828,,10740,
2010100000,2010年度,20303,長野県 小海町,,4393,,1139,,2251,,631,,338,
