表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,
公開日：,2022年6月21日,,,,,,,,,,,,,
,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,/項目 コード,E9101,,E9102,,E9103,,E9105,,E9106,
調査年 コード,調査年,地域 コード,地域,/項目,E9101_最終学歴人口（卒業者総数）【人】,注釈,E9102_最終学歴人口（小学校・中学校）【人】,注釈,E9103_最終学歴人口（高校・旧中）【人】,注釈,E9105_最終学歴人口（短大・高専）【人】,注釈,E9106_最終学歴人口（大学・大学院）【人】,注釈
2010100000,2010年度,4444,宮城県 色麻町,,6103,,1994,,3453,,383,,269,
2010100000,2010年度,4445,宮城県 加美町,,21108,,6911,,11299,,1386,,1071,
2010100000,2010年度,4501,宮城県 涌谷町,,14729,,4474,,8140,,1129,,930,
2010100000,2010年度,4505,宮城県 美里町,,20984,,4531,,11697,,2058,,1995,
2010100000,2010年度,4581,宮城県 女川町,,8623,,3442,,4144,,515,,508,
2010100000,2010年度,4606,宮城県 南三陸町,,14526,,6613,,6284,,964,,543,
2010100000,2010年度,5201,秋田県 秋田市,,262916,,35679,,119764,,32757,,37247,
2010100000,2010年度,5202,秋田県 能代市,,50142,,14724,,26174,,4453,,4151,
2010100000,2010年度,5203,秋田県 横手市,,83263,,24650,,44630,,7004,,6316,
2010100000,2010年度,5204,秋田県 大館市,,66439,,19500,,34436,,5894,,5213,
2010100000,2010年度,5206,秋田県 男鹿市,,28145,,10348,,14159,,2012,,1487,
2010100000,2010年度,5207,秋田県 湯沢市,,43106,,14294,,22477,,3192,,2922,
2010100000,2010年度,5209,秋田県 鹿角市,,29017,,10046,,14259,,2487,,1837,
2010100000,2010年度,5210,秋田県 由利本荘市,,70078,,21405,,35835,,6402,,5223,
2010100000,2010年度,5211,秋田県 潟上市,,28387,,7165,,16731,,2590,,1873,
2010100000,2010年度,5212,秋田県 大仙市,,74904,,23797,,38980,,6287,,5419,
2010100000,2010年度,5213,秋田県 北秋田市,,31324,,11837,,14763,,2516,,2136,
2010100000,2010年度,5214,秋田県 にかほ市,,23026,,6936,,12296,,1864,,1633,
2010100000,2010年度,5215,秋田県 仙北市,,25321,,9545,,12149,,1981,,1404,
2010100000,2010年度,5303,秋田県 小坂町,,5208,,1963,,2499,,406,,324,
2010100000,2010年度,5327,秋田県 上小阿仁村,,2423,,1162,,992,,143,,85,
2010100000,2010年度,5346,秋田県 藤里町,,3377,,1651,,1389,,191,,138,
2010100000,2010年度,5348,秋田県 三種町,,16215,,5995,,8192,,1204,,788,
2010100000,2010年度,5349,秋田県 八峰町,,7100,,2583,,3306,,519,,291,
2010100000,2010年度,5361,秋田県 五城目町,,9197,,2586,,5181,,757,,601,
2010100000,2010年度,5363,秋田県 八郎潟町,,5639,,1408,,3257,,550,,403,
2010100000,2010年度,5366,秋田県 井川町,,4621,,1318,,2704,,349,,247,
2010100000,2010年度,5368,秋田県 大潟村,,2369,,405,,1138,,465,,360,
2010100000,2010年度,5434,秋田県 美郷町,,18392,,6375,,9636,,1348,,977,
2010100000,2010年度,5463,秋田県 羽後町,,14291,,5361,,7156,,1019,,711,
2010100000,2010年度,5464,秋田県 東成瀬村,,2461,,1086,,1182,,121,,68,
2010100000,2010年度,6201,山形県 山形市,,201574,,29357,,103724,,26340,,34553,
2010100000,2010年度,6202,山形県 米沢市,,70755,,14002,,39007,,6966,,7118,
2010100000,2010年度,6203,山形県 鶴岡市,,111929,,28228,,61354,,10131,,10077,
2010100000,2010年度,6204,山形県 酒田市,,92103,,21207,,50252,,8567,,9241,
2010100000,2010年度,6205,山形県 新庄市,,31556,,9392,,14930,,3332,,3147,
2010100000,2010年度,6206,山形県 寒河江市,,34452,,8438,,18053,,3958,,3767,
2010100000,2010年度,6207,山形県 上山市,,28386,,6431,,13546,,2922,,2537,
2010100000,2010年度,6208,山形県 村山市,,22348,,7222,,11117,,1942,,1993,
2010100000,2010年度,6209,山形県 長井市,,24366,,6836,,12387,,2280,,2136,
2010100000,2010年度,6210,山形県 天童市,,50323,,10502,,25957,,5685,,5587,
2010100000,2010年度,6211,山形県 東根市,,37677,,8250,,20569,,3677,,3644,
2010100000,2010年度,6212,山形県 尾花沢市,,15904,,5948,,7796,,1243,,889,
2010100000,2010年度,6213,山形県 南陽市,,27824,,6990,,15666,,2726,,2309,
2010100000,2010年度,6301,山形県 山辺町,,12378,,3305,,6653,,1371,,991,
2010100000,2010年度,6302,山形県 中山町,,9902,,2451,,5581,,994,,838,
2010100000,2010年度,6321,山形県 河北町,,16633,,4872,,7757,,1769,,1730,
2010100000,2010年度,6322,山形県 西川町,,5338,,2117,,2347,,457,,335,
2010100000,2010年度,6323,山形県 朝日町,,6700,,2699,,3088,,520,,361,
2010100000,2010年度,6324,山形県 大江町,,7719,,2758,,3686,,706,,540,
2010100000,2010年度,6341,山形県 大石田町,,6772,,2473,,3258,,564,,474,
2010100000,2010年度,6361,山形県 金山町,,5265,,2086,,2480,,410,,251,
2010100000,2010年度,6362,山形県 最上町,,8266,,3383,,3690,,736,,389,
2010100000,2010年度,6363,山形県 舟形町,,5215,,2271,,2239,,414,,261,
2010100000,2010年度,6364,山形県 真室川町,,7729,,3471,,3199,,634,,409,
2010100000,2010年度,6365,山形県 大蔵村,,3155,,1571,,1263,,195,,118,
2010100000,2010年度,6366,山形県 鮭川村,,4119,,1875,,1695,,351,,183,
2010100000,2010年度,6367,山形県 戸沢村,,4527,,2244,,1836,,308,,135,
2010100000,2010年度,6381,山形県 高畠町,,20493,,5055,,11749,,1786,,1311,
2010100000,2010年度,6382,山形県 川西町,,14570,,3847,,8679,,1135,,855,
2010100000,2010年度,6401,山形県 小国町,,7397,,2730,,3522,,580,,514,
2010100000,2010年度,6402,山形県 白鷹町,,12759,,4217,,5739,,1170,,854,
2010100000,2010年度,6403,山形県 飯豊町,,6701,,2003,,3793,,520,,323,
2010100000,2010年度,6426,山形県 三川町,,6414,,1900,,3456,,561,,457,
2010100000,2010年度,6428,山形県 庄内町,,19186,,4841,,11632,,1406,,1143,
2010100000,2010年度,6461,山形県 遊佐町,,13208,,3927,,7522,,1019,,714,
2010100000,2010年度,7201,福島県 福島市,,231670,,38525,,98988,,28029,,32899,
2010100000,2010年度,7202,福島県 会津若松市,,101055,,18804,,53005,,11433,,10378,
2010100000,2010年度,7203,福島県 郡山市,,265911,,49728,,123346,,29807,,34626,
2010100000,2010年度,7204,福島県 いわき市,,276871,,51276,,123925,,26730,,28950,
2010100000,2010年度,7205,福島県 白河市,,51974,,11776,,28286,,5242,,5504,
2010100000,2010年度,7207,福島県 須賀川市,,63109,,15563,,32645,,6518,,5985,
2010100000,2010年度,7208,福島県 喜多方市,,43293,,10880,,22003,,3771,,3150,
2010100000,2010年度,7209,福島県 相馬市,,30608,,6649,,15988,,2732,,2844,
2010100000,2010年度,7210,福島県 二本松市,,48927,,15748,,23317,,4171,,3553,
2010100000,2010年度,7211,福島県 田村市,,33144,,13779,,15214,,2405,,1623,
2010100000,2010年度,7212,福島県 南相馬市,,58055,,12710,,32627,,5253,,4884,
2010100000,2010年度,7213,福島県 伊達市,,54181,,16236,,26329,,4806,,3789,
2010100000,2010年度,7214,福島県 本宮市,,25107,,6779,,13777,,2465,,2009,
2010100000,2010年度,7301,福島県 桑折町,,10630,,3233,,5323,,1070,,805,
2010100000,2010年度,7303,福島県 国見町,,8408,,2696,,4176,,811,,549,
2010100000,2010年度,7308,福島県 川俣町,,13160,,5184,,6331,,946,,666,
2010100000,2010年度,7322,福島県 大玉村,,6908,,2051,,3841,,578,,335,
2010100000,2010年度,7342,福島県 鏡石町,,10128,,2154,,4592,,934,,799,
2010100000,2010年度,7344,福島県 天栄村,,5209,,1971,,2522,,382,,263,
2010100000,2010年度,7362,福島県 下郷町,,5444,,2007,,2745,,413,,260,
2010100000,2010年度,7364,福島県 檜枝岐村,,549,,229,,209,,52,,58,
2010100000,2010年度,7367,福島県 只見町,,4227,,1666,,1860,,386,,282,
2010100000,2010年度,7368,福島県 南会津町,,15090,,5657,,6896,,1233,,1135,
2010100000,2010年度,7402,福島県 北塩原村,,2647,,786,,1371,,257,,195,
2010100000,2010年度,7405,福島県 西会津町,,6356,,2520,,3065,,420,,330,
2010100000,2010年度,7407,福島県 磐梯町,,3134,,859,,1782,,277,,206,
2010100000,2010年度,7408,福島県 猪苗代町,,13083,,3840,,6678,,1306,,1058,
2010100000,2010年度,7421,福島県 会津坂下町,,14214,,3155,,8312,,1563,,1102,
2010100000,2010年度,7422,福島県 湯川村,,2693,,540,,1602,,324,,227,
2010100000,2010年度,7423,福島県 柳津町,,3398,,1321,,1673,,254,,146,
2010100000,2010年度,7444,福島県 三島町,,1732,,704,,760,,112,,108,
2010100000,2010年度,7445,福島県 金山町,,2242,,978,,949,,156,,128,
2010100000,2010年度,7446,福島県 昭和村,,1377,,704,,527,,58,,78,
2010100000,2010年度,7447,福島県 会津美里町,,19032,,4885,,10746,,2003,,1325,
2010100000,2010年度,7461,福島県 西郷村,,15324,,3776,,7436,,1659,,1549,
2010100000,2010年度,7464,福島県 泉崎村,,5484,,1521,,3066,,488,,372,
2010100000,2010年度,7465,福島県 中島村,,4065,,1118,,2083,,354,,238,
2010100000,2010年度,7466,福島県 矢吹町,,14785,,4470,,7286,,1449,,1311,
2010100000,2010年度,7481,福島県 棚倉町,,12049,,2656,,6436,,1000,,880,
2010100000,2010年度,7482,福島県 矢祭町,,5339,,1886,,2829,,321,,248,
2010100000,2010年度,7483,福島県 塙町,,8222,,2307,,3471,,610,,403,
2010100000,2010年度,7484,福島県 鮫川村,,3305,,1367,,1593,,211,,122,
2010100000,2010年度,7501,福島県 石川町,,14530,,4544,,7587,,1142,,1052,
2010100000,2010年度,7502,福島県 玉川村,,5837,,2008,,3129,,404,,279,
2010100000,2010年度,7503,福島県 平田村,,5701,,2011,,3012,,343,,191,
2010100000,2010年度,7504,福島県 浅川町,,5560,,1660,,3101,,436,,317,
2010100000,2010年度,7505,福島県 古殿町,,4999,,2036,,2173,,329,,205,
2010100000,2010年度,7521,福島県 三春町,,14922,,5047,,7004,,1398,,1157,
2010100000,2010年度,7522,福島県 小野町,,9216,,2572,,5424,,677,,494,
2010100000,2010年度,7541,福島県 広野町,,4349,,1211,,2380,,381,,377,
2010100000,2010年度,7542,福島県 楢葉町,,6276,,1708,,3476,,539,,478,
2010100000,2010年度,7543,福島県 富岡町,,12787,,2654,,7071,,1275,,1443,
2010100000,2010年度,7544,福島県 川内村,,2465,,1140,,1004,,180,,122,
2010100000,2010年度,7545,福島県 大熊町,,9169,,1810,,5462,,959,,917,
2010100000,2010年度,7546,福島県 双葉町,,5710,,1167,,3339,,579,,620,
2010100000,2010年度,7547,福島県 浪江町,,17172,,3768,,9694,,1486,,1382,
2010100000,2010年度,7548,福島県 葛尾村,,1280,,701,,464,,63,,52,
2010100000,2010年度,7561,福島県 新地町,,6709,,1630,,3943,,592,,452,
2010100000,2010年度,7564,福島県 飯舘村,,5169,,1957,,2581,,305,,167,
2010100000,2010年度,8201,茨城県 水戸市,,211694,,25454,,90646,,28777,,40033,
2010100000,2010年度,8202,茨城県 日立市,,155846,,31015,,76714,,17869,,23055,
2010100000,2010年度,8203,茨城県 土浦市,,115566,,17181,,50393,,15798,,21596,
2010100000,2010年度,8204,茨城県 古河市,,115855,,26567,,57510,,12593,,13348,
2010100000,2010年度,8205,茨城県 石岡市,,65058,,15056,,29356,,6728,,7668,
2010100000,2010年度,8207,茨城県 結城市,,42757,,11122,,21596,,4489,,4246,
2010100000,2010年度,8208,茨城県 龍ケ崎市,,62483,,8336,,27626,,9302,,12633,
2010100000,2010年度,8210,茨城県 下妻市,,36207,,10317,,17742,,3711,,3576,
2010100000,2010年度,8211,茨城県 常総市,,53126,,15506,,25340,,5767,,4920,
2010100000,2010年度,8212,茨城県 常陸太田市,,46821,,10450,,20506,,4776,,5027,
2010100000,2010年度,8214,茨城県 高萩市,,25740,,6655,,13472,,2496,,2598,
2010100000,2010年度,8215,茨城県 北茨城市,,38825,,11789,,19560,,3202,,3073,
2010100000,2010年度,8216,茨城県 笠間市,,64613,,12335,,30350,,7338,,7355,
2010100000,2010年度,8217,茨城県 取手市,,90528,,10430,,38988,,13647,,20024,
2010100000,2010年度,8219,茨城県 牛久市,,65956,,6924,,26218,,10007,,15522,
2010100000,2010年度,8220,茨城県 つくば市,,158565,,16386,,47703,,19861,,41545,
2010100000,2010年度,8221,茨城県 ひたちなか市,,124187,,19487,,61165,,15984,,19982,
2010100000,2010年度,8222,茨城県 鹿嶋市,,53828,,9331,,29391,,5079,,5484,
2010100000,2010年度,8223,茨城県 潮来市,,25015,,6378,,13381,,2368,,2176,
2010100000,2010年度,8224,茨城県 守谷市,,47965,,4540,,17368,,8078,,14074,
2010100000,2010年度,8225,茨城県 常陸大宮市,,37609,,11208,,19393,,3327,,3050,
2010100000,2010年度,8226,茨城県 那珂市,,44283,,6566,,19461,,5259,,5179,
2010100000,2010年度,8227,茨城県 筑西市,,88501,,22043,,44506,,9003,,8496,
2010100000,2010年度,8228,茨城県 坂東市,,45571,,14469,,21206,,4149,,2935,
2010100000,2010年度,8229,茨城県 稲敷市,,39043,,10315,,19552,,3490,,2777,
2010100000,2010年度,8230,茨城県 かすみがうら市,,35343,,6313,,13686,,3998,,4144,
2010100000,2010年度,8231,茨城県 桜川市,,37282,,10251,,19049,,3768,,3238,
2010100000,2010年度,8232,茨城県 神栖市,,75602,,16386,,37845,,6507,,6275,
2010100000,2010年度,8233,茨城県 行方市,,31520,,8581,,12291,,2385,,2004,
2010100000,2010年度,8234,茨城県 鉾田市,,41850,,14713,,19644,,3537,,2873,
2010100000,2010年度,8235,茨城県 つくばみらい市,,36105,,5988,,16933,,4877,,7203,
2010100000,2010年度,8236,茨城県 小美玉市,,42140,,10666,,21172,,4412,,3712,
2010100000,2010年度,8302,茨城県 茨城町,,28610,,7781,,15076,,2841,,2382,
2010100000,2010年度,8309,茨城県 大洗町,,15325,,4474,,7774,,1432,,1391,
2010100000,2010年度,8310,茨城県 城里町,,17805,,4451,,9628,,1667,,1350,
2010100000,2010年度,8341,茨城県 東海村,,29267,,4520,,14379,,4127,,5363,
2010100000,2010年度,8364,茨城県 大子町,,17399,,6862,,8310,,970,,912,
2010100000,2010年度,8442,茨城県 美浦村,,14100,,2933,,7847,,1389,,1300,
2010100000,2010年度,8443,茨城県 阿見町,,38041,,6457,,18336,,5380,,6078,
2010100000,2010年度,8447,茨城県 河内町,,8489,,2585,,4330,,825,,565,
2010100000,2010年度,8521,茨城県 八千代町,,18734,,6331,,8684,,1395,,1073,
2010100000,2010年度,8542,茨城県 五霞町,,7772,,1797,,3096,,776,,696,
2010100000,2010年度,8546,茨城県 境町,,20704,,6385,,10234,,2088,,1487,
2010100000,2010年度,8564,茨城県 利根町,,14884,,2367,,7563,,2178,,2543,
2010100000,2010年度,9201,栃木県 宇都宮市,,403402,,44105,,157876,,53312,,72621,
2010100000,2010年度,9202,栃木県 足利市,,126310,,30290,,61110,,16318,,15214,
2010100000,2010年度,9203,栃木県 栃木市,,134459,,33834,,67125,,15151,,14920,
2010100000,2010年度,9204,栃木県 佐野市,,99355,,24247,,47349,,11866,,10878,
2010100000,2010年度,9205,栃木県 鹿沼市,,81925,,18888,,42307,,9378,,8510,
2010100000,2010年度,9206,栃木県 日光市,,75164,,18523,,36171,,7966,,7507,
2010100000,2010年度,9208,栃木県 小山市,,129422,,22443,,55239,,15927,,19515,
2010100000,2010年度,9209,栃木県 真岡市,,66223,,15857,,34785,,7694,,7432,
2010100000,2010年度,9210,栃木県 大田原市,,61105,,15006,,29367,,6066,,6800,
2010100000,2010年度,9211,栃木県 矢板市,,28885,,5593,,14998,,3316,,3745,
2010100000,2010年度,9213,栃木県 那須塩原市,,93902,,17544,,37135,,10021,,11053,
2010100000,2010年度,9214,栃木県 さくら市,,35924,,7160,,17964,,4476,,5250,
2010100000,2010年度,9215,栃木県 那須烏山市,,24517,,6631,,11964,,2426,,2214,
2010100000,2010年度,9216,栃木県 下野市,,46079,,7516,,19768,,6713,,8468,
2010100000,2010年度,9301,栃木県 上三川町,,24549,,4510,,12835,,3305,,2714,
2010100000,2010年度,9342,栃木県 益子町,,19943,,5491,,10001,,2145,,1971,
2010100000,2010年度,9343,栃木県 茂木町,,12707,,3938,,6177,,1318,,1225,
2010100000,2010年度,9344,栃木県 市貝町,,9843,,2070,,4540,,1109,,1018,
2010100000,2010年度,9345,栃木県 芳賀町,,13222,,3176,,7300,,1400,,1315,
2010100000,2010年度,9361,栃木県 壬生町,,31492,,5988,,16420,,4004,,3728,
2010100000,2010年度,9364,栃木県 野木町,,21011,,3717,,10572,,2849,,3745,
2010100000,2010年度,9384,栃木県 塩谷町,,10503,,3036,,5342,,1186,,841,
2010100000,2010年度,9386,栃木県 高根沢町,,24607,,3908,,12204,,3248,,4289,
2010100000,2010年度,9407,栃木県 那須町,,22202,,6562,,10763,,2200,,2105,
2010100000,2010年度,9411,栃木県 那珂川町,,15570,,5278,,7774,,1292,,1169,
2010100000,2010年度,10201,群馬県 前橋市,,271559,,41113,,104268,,37255,,44253,
2010100000,2010年度,10202,群馬県 高崎市,,293589,,48923,,138044,,41568,,49967,
2010100000,2010年度,10203,群馬県 桐生市,,99879,,25115,,43912,,11688,,11091,
2010100000,2010年度,10204,群馬県 伊勢崎市,,162511,,30296,,75248,,21687,,21082,
2010100000,2010年度,10205,群馬県 太田市,,171770,,31771,,83913,,23645,,23417,
2010100000,2010年度,10206,群馬県 沼田市,,41553,,12175,,18905,,4569,,3918,
2010100000,2010年度,10207,群馬県 館林市,,62906,,13329,,28494,,9159,,8874,
2010100000,2010年度,10208,群馬県 渋川市,,68470,,18208,,31201,,7943,,7404,
2010100000,2010年度,10209,群馬県 藤岡市,,54795,,12579,,27622,,6750,,6444,
2010100000,2010年度,10210,群馬県 富岡市,,42468,,11520,,21145,,4865,,4149,
2010100000,2010年度,10211,群馬県 安中市,,50389,,10796,,26641,,5597,,5767,
2010100000,2010年度,10212,群馬県 みどり市,,41550,,9861,,20424,,5596,,4377,
2010100000,2010年度,10344,群馬県 榛東村,,11440,,2584,,5843,,1447,,1130,
2010100000,2010年度,10345,群馬県 吉岡町,,15404,,3076,,6894,,2302,,1921,
2010100000,2010年度,10366,群馬県 上野村,,1137,,629,,304,,80,,123,
2010100000,2010年度,10367,群馬県 神流町,,2187,,1289,,679,,107,,112,
2010100000,2010年度,10382,群馬県 下仁田町,,7810,,3338,,3403,,576,,432,
2010100000,2010年度,10383,群馬県 南牧村,,2270,,1372,,699,,104,,69,
2010100000,2010年度,10384,群馬県 甘楽町,,11159,,3226,,5832,,1204,,880,
2010100000,2010年度,10421,群馬県 中之条町,,15273,,4879,,7142,,1589,,1522,
2010100000,2010年度,10424,群馬県 長野原町,,4975,,1669,,2166,,573,,534,
2010100000,2010年度,10425,群馬県 嬬恋村,,8562,,2698,,4012,,885,,814,
2010100000,2010年度,10426,群馬県 草津町,,6183,,2187,,2754,,591,,622,
2010100000,2010年度,10428,群馬県 高山村,,3189,,1376,,1361,,260,,166,
2010100000,2010年度,10429,群馬県 東吾妻町,,12962,,4358,,6001,,1403,,1119,
2010100000,2010年度,10443,群馬県 片品村,,4059,,1572,,1813,,355,,266,
2010100000,2010年度,10444,群馬県 川場村,,3240,,964,,1409,,308,,206,
2010100000,2010年度,10448,群馬県 昭和村,,6208,,1698,,2432,,549,,339,
2010100000,2010年度,10449,群馬県 みなかみ町,,17897,,5948,,8672,,1739,,1416,
2010100000,2010年度,10464,群馬県 玉村町,,28592,,3830,,13349,,4172,,3802,
2010100000,2010年度,10521,群馬県 板倉町,,12645,,3250,,5917,,1844,,1443,
2010100000,2010年度,10522,群馬県 明和町,,9123,,2116,,4349,,1330,,1257,
2010100000,2010年度,10523,群馬県 千代田町,,9296,,2653,,4374,,1211,,875,
2010100000,2010年度,10524,群馬県 大泉町,,32608,,6716,,15929,,4080,,4608,
2010100000,2010年度,10525,群馬県 邑楽町,,21989,,4927,,10638,,3135,,2432,
2010100000,2010年度,11100,埼玉県 さいたま市,,959480,,84124,,313858,,151731,,253800,
2010100000,2010年度,11101,埼玉県 さいたま市 西区,,67154,,8697,,28015,,10127,,13207,
2010100000,2010年度,11102,埼玉県 さいたま市 北区,,107542,,8246,,35408,,18050,,30022,
2010100000,2010年度,11103,埼玉県 さいたま市 大宮区,,85619,,5819,,26397,,13649,,25436,
2010100000,2010年度,11104,埼玉県 さいたま市 見沼区,,123484,,12528,,43856,,18955,,27375,
2010100000,2010年度,11105,埼玉県 さいたま市 中央区,,76268,,5471,,21888,,12415,,23464,
2010100000,2010年度,11106,埼玉県 さいたま市 桜区,,73994,,7759,,24821,,11103,,15425,
2010100000,2010年度,11107,埼玉県 さいたま市 浦和区,,113712,,5388,,30901,,19356,,42505,
2010100000,2010年度,11108,埼玉県 さいたま市 南区,,136952,,9089,,39505,,22655,,41584,
2010100000,2010年度,11109,埼玉県 さいたま市 緑区,,84793,,7847,,28790,,13780,,21992,
2010100000,2010年度,11110,埼玉県 さいたま市 岩槻区,,89962,,13280,,34277,,11641,,12790,
2010100000,2010年度,11201,埼玉県 川越市,,272530,,30769,,94540,,38396,,51495,
2010100000,2010年度,11202,埼玉県 熊谷市,,162481,,26362,,68462,,22540,,25747,
2010100000,2010年度,11203,埼玉県 川口市,,452214,,68843,,177740,,63438,,84969,
2010100000,2010年度,11206,埼玉県 行田市,,69228,,14491,,31924,,9313,,9626,
2010100000,2010年度,11207,埼玉県 秩父市,,54444,,16963,,25067,,5990,,4969,
2010100000,2010年度,11208,埼玉県 所沢市,,272676,,23955,,89710,,41671,,63877,
2010100000,2010年度,11209,埼玉県 飯能市,,67028,,11515,,26413,,9244,,10994,
2010100000,2010年度,11210,埼玉県 加須市,,92187,,19632,,46399,,12177,,12191,
2010100000,2010年度,11211,埼玉県 本庄市,,65733,,11648,,26939,,8530,,8524,
2010100000,2010年度,11212,埼玉県 東松山市,,70698,,12916,,30803,,11074,,13547,
2010100000,2010年度,11214,埼玉県 春日部市,,192089,,24906,,75174,,25800,,31543,
2010100000,2010年度,11215,埼玉県 狭山市,,126854,,14237,,50640,,18541,,23872,
2010100000,2010年度,11216,埼玉県 羽生市,,45440,,9310,,20220,,5549,,5838,
2010100000,2010年度,11217,埼玉県 鴻巣市,,95831,,12387,,36853,,14722,,18298,
2010100000,2010年度,11218,埼玉県 深谷市,,115455,,22649,,53577,,16159,,15213,
2010100000,2010年度,11219,埼玉県 上尾市,,177923,,19870,,66331,,27598,,35909,
2010100000,2010年度,11221,埼玉県 草加市,,191750,,26499,,73325,,24747,,31446,
2010100000,2010年度,11222,埼玉県 越谷市,,258980,,30840,,90610,,35274,,47542,
2010100000,2010年度,11223,埼玉県 蕨市,,58740,,6092,,19726,,8680,,12973,
2010100000,2010年度,11224,埼玉県 戸田市,,94973,,10547,,29789,,14672,,20733,
2010100000,2010年度,11225,埼玉県 入間市,,118543,,14817,,48565,,17523,,21323,
2010100000,2010年度,11227,埼玉県 朝霞市,,100082,,8326,,30174,,15296,,23562,
2010100000,2010年度,11228,埼玉県 志木市,,55289,,5315,,17956,,8666,,13994,
2010100000,2010年度,11229,埼玉県 和光市,,63781,,4534,,18817,,10359,,18856,
2010100000,2010年度,11230,埼玉県 新座市,,125697,,13479,,44160,,18903,,25605,
2010100000,2010年度,11231,埼玉県 桶川市,,59999,,7398,,22823,,9200,,11434,
2010100000,2010年度,11232,埼玉県 久喜市,,124220,,18025,,53781,,17362,,22577,
2010100000,2010年度,11233,埼玉県 北本市,,55515,,6102,,21542,,8242,,10360,
2010100000,2010年度,11234,埼玉県 八潮市,,66664,,15692,,27090,,7126,,7210,
2010100000,2010年度,11235,埼玉県 富士見市,,85160,,9776,,29619,,12555,,17229,
2010100000,2010年度,11237,埼玉県 三郷市,,106224,,21055,,44328,,13093,,16082,
2010100000,2010年度,11238,埼玉県 蓮田市,,51720,,6896,,21923,,8270,,11496,
2010100000,2010年度,11239,埼玉県 坂戸市,,79759,,10719,,33723,,11597,,14273,
2010100000,2010年度,11240,埼玉県 幸手市,,44693,,8168,,20229,,5308,,6509,
2010100000,2010年度,11241,埼玉県 鶴ヶ島市,,54671,,6073,,21449,,8671,,11155,
2010100000,2010年度,11242,埼玉県 日高市,,46297,,8056,,21531,,6557,,7210,
2010100000,2010年度,11243,埼玉県 吉川市,,50764,,7899,,18997,,6847,,7560,
2010100000,2010年度,11245,埼玉県 ふじみ野市,,83647,,10320,,33026,,12720,,17555,
2010100000,2010年度,11246,埼玉県 白岡市,,40020,,5345,,16192,,6285,,8514,
2010100000,2010年度,11301,埼玉県 伊奈町,,32503,,4578,,14353,,5539,,6189,
2010100000,2010年度,11324,埼玉県 三芳町,,30963,,4628,,13702,,4637,,5576,
2010100000,2010年度,11326,埼玉県 毛呂山町,,30342,,6153,,14346,,4399,,3661,
2010100000,2010年度,11327,埼玉県 越生町,,10236,,2374,,4561,,1461,,1363,
2010100000,2010年度,11341,埼玉県 滑川町,,13681,,2433,,6325,,2242,,2192,
2010100000,2010年度,11342,埼玉県 嵐山町,,15361,,2796,,6012,,2106,,2049,
2010100000,2010年度,11343,埼玉県 小川町,,27255,,5445,,12482,,4193,,4427,
2010100000,2010年度,11346,埼玉県 川島町,,18055,,3783,,8665,,2328,,2270,
2010100000,2010年度,11347,埼玉県 吉見町,,17021,,4270,,7455,,2385,,2050,
2010100000,2010年度,11348,埼玉県 鳩山町,,12968,,1942,,5489,,1845,,2707,
2010100000,2010年度,11349,埼玉県 ときがわ町,,10351,,3169,,4663,,1400,,989,
2010100000,2010年度,11361,埼玉県 横瀬町,,7288,,2469,,3379,,721,,634,
2010100000,2010年度,11362,埼玉県 皆野町,,9064,,3007,,4158,,1042,,820,
2010100000,2010年度,11363,埼玉県 長瀞町,,6532,,1647,,3393,,699,,545,
2010100000,2010年度,11365,埼玉県 小鹿野町,,11116,,4366,,4903,,1071,,665,
2010100000,2010年度,11369,埼玉県 東秩父村,,2807,,1041,,1222,,253,,193,
2010100000,2010年度,11381,埼玉県 美里町,,9416,,2223,,4727,,1112,,752,
2010100000,2010年度,11383,埼玉県 神川町,,11634,,3018,,5995,,1248,,894,
2010100000,2010年度,11385,埼玉県 上里町,,24288,,4144,,10748,,3159,,2472,
2010100000,2010年度,11408,埼玉県 寄居町,,29200,,7141,,14573,,3649,,3180,
2010100000,2010年度,11442,埼玉県 宮代町,,26968,,4425,,12036,,3842,,4998,
2010100000,2010年度,11464,埼玉県 杉戸町,,37838,,5764,,15615,,4744,,5760,
2010100000,2010年度,11465,埼玉県 松伏町,,24355,,5293,,11080,,2710,,2859,
2010100000,2010年度,12100,千葉県 千葉市,,743218,,67664,,248397,,113394,,179583,
2010100000,2010年度,12101,千葉県 千葉市 中央区,,154534,,15541,,50247,,22691,,35627,
2010100000,2010年度,12102,千葉県 千葉市 花見川区,,140966,,13417,,47938,,21171,,34066,
2010100000,2010年度,12103,千葉県 千葉市 稲毛区,,122437,,9224,,38773,,18598,,31452,
2010100000,2010年度,12104,千葉県 千葉市 若葉区,,119900,,15126,,44129,,16493,,21762,
2010100000,2010年度,12105,千葉県 千葉市 緑区,,91990,,7736,,30315,,14868,,21007,
2010100000,2010年度,12106,千葉県 千葉市 美浜区,,113391,,6620,,36995,,19573,,35669,
2010100000,2010年度,12202,千葉県 銚子市,,58850,,19814,,29105,,4465,,4456,
2010100000,2010年度,12203,千葉県 市川市,,369674,,27109,,104810,,55692,,98769,
